Percent Return;Team Size;Leader Gender;Aggregate Sales Experience
43;15;Female;27
43;15;Male;24
43;13;Male;28
43;12;Male;29
43;13;Female;25
43;15;Male;23
43;15;Female;23
43;14;Male;27
43;13;Female;22
43;15;Male;22
43;12;Male;27
43;15;Female;21
43;14;Female;23
43;14;Male;22
43;14;Male;20
43;14;Female;27
43;14;Male;22
43;14;Male;20
43;13;Male;25
43;14;Male;22
43;13;Male;30
43;15;Female;28
43;14;Male;21
43;15;Male;26
43;13;Female;21
43;12;Male;29
43;13;Female;28
43;13;Male;22
43;13;Male;24
43;13;Male;25
43;13;Male;23
43;12;Female;24
43;12;Male;21
43;14;Female;23
43;12;Female;29
43;13;Male;25
43;12;Male;27
43;14;Male;20
43;12;Male;30
43;13;Female;21
43;13;Female;22
43;13;Male;27
43;15;Male;27
43;13;Female;21
43;13;Male;21
43;13;Female;28
43;14;Male;25
43;15;Male;27
43;13;Male;25
43;14;Female;27
43;12;Female;28
43;14;Male;21
43;12;Female;30
43;14;Female;23
43;13;Male;24
43;15;Male;29
43;14;Male;27
43;13;Female;23
43;12;Male;25
43;15;Male;23
43;15;Male;24
44;15;Female;20
44;12;Male;24
44;14;Female;24
44;14;Male;20
44;15;Male;29
44;12;Male;29
44;12;Male;27
44;15;Male;27
44;15;Male;24
44;13;Male;24
44;15;Female;24
44;12;Male;24
44;14;Male;21
44;12;Male;24
44;12;Female;20
44;14;Male;25
44;13;Male;22
44;12;Male;24
44;15;Female;29
44;12;Female;27
44;13;Male;24
44;14;Male;21
44;15;Male;24
44;12;Male;29
44;12;Female;30
44;12;Male;23
44;15;Male;30
44;14;Female;30
44;13;Female;21
44;14;Male;23
44;13;Female;21
44;12;Female;20
44;15;Male;24
44;15;Male;27
44;14;Male;25
44;12;Male;30
44;13;Female;25
44;15;Female;27
44;12;Male;26
44;13;Male;29
44;14;Male;25
44;14;Male;27
44;13;Female;21
44;13;Male;28
44;15;Female;29
44;12;Female;27
44;12;Male;26
44;12;Female;29
44;14;Female;29
44;14;Male;27
44;13;Male;20
44;13;Male;25
44;15;Female;24
44;12;Male;27
45;14;Female;29
45;13;Male;28
45;13;Male;22
45;13;Male;21
45;13;Male;28
45;12;Male;23
45;12;Male;20
45;12;Male;20
45;13;Female;30
45;15;Male;30
45;12;Male;22
45;12;Male;30
45;13;Male;29
45;12;Female;30
45;15;Female;30
45;13;Male;24
45;12;Male;21
45;12;Male;29
45;15;Male;30
45;13;Male;28
45;13;Female;22
45;13;Female;28
45;13;Female;24
45;14;Male;25
45;12;Female;23
45;14;Male;26
45;15;Female;27
45;14;Male;28
45;12;Female;21
45;14;Male;30
45;15;Male;25
45;14;Male;24
45;15;Male;22
45;12;Male;27
45;14;Male;30
45;14;Female;25
45;14;Male;27
45;15;Female;29
45;15;Female;30
45;14;Male;28
45;14;Male;28
45;13;Male;25
45;15;Male;24
45;12;Male;24
45;13;Female;25
45;13;Female;29
45;14;Male;25
45;14;Male;28
45;14;Male;28
45;12;Male;23
45;12;Male;25
45;12;Male;30
45;14;Female;27
45;13;Male;24
45;14;Female;28
45;14;Male;20
45;12;Female;29
45;13;Male;27
45;13;Female;22
45;13;Male;30
45;12;Male;29
45;15;Male;24
45;14;Male;24
45;14;Male;20
45;14;Male;25
45;13;Male;26
45;12;Female;28
45;13;Male;20
45;13;Female;23
45;13;Male;23
45;12;Male;27
45;13;Male;25
45;14;Male;24
45;14;Male;22
45;15;Male;27
45;12;Female;23
45;14;Female;20
46;15;Female;20
46;13;Female;20
46;13;Male;20
46;14;Male;23
46;12;Male;23
46;12;Male;26
46;12;Female;23
46;13;Male;26
46;15;Male;26
46;12;Male;26
46;13;Male;20
46;13;Male;21
46;13;Male;24
46;14;Female;22
46;14;Female;29
46;13;Male;26
46;14;Female;20
46;12;Female;22
46;14;Female;25
46;12;Male;29
46;15;Male;29
46;13;Female;28
46;13;Male;27
46;13;Male;25
46;12;Male;21
46;12;Female;26
46;14;Male;29
46;14;Male;22
46;15;Female;23
46;13;Male;28
46;15;Male;29
46;12;Female;28
46;13;Male;26
46;13;Female;29
46;14;Female;23
46;12;Female;23
46;14;Male;23
46;13;Male;25
46;12;Female;22
46;13;Male;28
46;13;Female;29
46;14;Female;20
46;12;Female;21
46;13;Male;26
46;15;Male;21
46;14;Male;27
46;15;Male;21
46;13;Male;20
46;13;Male;22
46;14;Male;22
46;15;Female;26
46;12;Female;24
46;14;Male;29
46;15;Male;24
46;12;Female;24
46;15;Male;23
46;14;Male;23
46;15;Female;24
46;13;Male;30
46;14;Male;26
46;12;Male;27
46;12;Male;22
46;14;Male;22
46;15;Male;24
46;15;Male;26
46;15;Female;23
46;15;Female;30
46;15;Female;23
46;15;Male;22
46;13;Male;24
46;14;Male;23
47;15;Female;29
47;15;Male;30
47;15;Male;30
47;12;Male;29
47;13;Male;22
47;12;Male;24
47;13;Male;25
47;12;Male;29
47;14;Male;23
47;13;Male;23
47;13;Male;26
47;13;Male;21
47;12;Female;24
47;12;Male;20
47;12;Male;26
47;15;Male;27
47;12;Female;25
47;12;Male;28
47;12;Male;27
47;13;Male;28
47;12;Male;23
47;12;Male;26
47;12;Male;26
47;15;Male;24
47;12;Male;30
47;13;Male;29
47;15;Male;28
47;14;Male;23
47;14;Male;23
47;15;Male;27
47;12;Female;29
47;15;Male;24
47;15;Female;25
47;15;Male;20
47;12;Male;24
47;13;Female;26
47;15;Male;26
47;14;Female;28
47;13;Male;30
47;12;Male;30
47;12;Male;22
47;12;Male;28
47;13;Male;27
47;14;Male;28
47;12;Female;29
47;14;Female;30
47;15;Male;27
47;14;Male;22
47;14;Male;26
47;14;Male;28
47;12;Female;21
47;12;Male;28
47;15;Male;22
47;13;Female;29
47;14;Male;25
47;12;Female;23
47;13;Male;23
47;13;Female;21
47;13;Female;26
47;13;Male;27
47;14;Female;23
47;15;Female;23
47;15;Male;24
47;12;Male;26
47;15;Female;24
47;15;Female;29
47;13;Female;29
47;14;Male;24
47;13;Female;25
47;13;Male;29
47;14;Male;24
47;13;Male;25
47;14;Male;27
47;12;Male;21
47;13;Male;24
47;12;Male;20
48;14;Male;28
48;14;Male;25
48;14;Male;28
48;12;Male;30
48;15;Male;29
48;14;Male;28
48;12;Female;22
48;12;Female;21
48;12;Male;29
48;15;Male;20
48;14;Female;27
48;13;Male;21
48;13;Male;22
48;13;Female;24
48;12;Male;28
48;12;Male;27
48;12;Male;29
48;15;Female;22
48;15;Male;22
48;12;Male;27
48;12;Male;29
48;15;Male;24
48;13;Female;28
48;14;Female;30
48;15;Male;26
48;14;Male;23
48;12;Male;30
48;12;Male;25
48;15;Male;21
48;12;Female;22
48;12;Male;23
48;12;Male;27
48;15;Male;24
48;14;Female;21
48;13;Male;29
48;13;Female;25
48;13;Male;24
48;14;Male;24
48;15;Male;21
48;14;Male;29
48;13;Male;21
48;13;Male;30
48;15;Female;28
48;13;Male;26
48;15;Male;30
48;15;Male;28
48;13;Female;29
48;13;Male;29
48;14;Male;29
48;12;Male;28
48;15;Male;28
48;15;Female;30
48;12;Male;25
49;13;Female;25
49;12;Male;25
49;12;Female;20
49;12;Male;26
49;15;Female;27
49;12;Male;24
49;12;Male;26
49;12;Female;27
49;14;Female;22
49;15;Male;24
49;14;Male;30
49;13;Female;25
49;12;Male;29
49;12;Female;23
49;15;Female;21
49;13;Male;28
49;14;Male;26
49;14;Female;30
49;13;Male;23
49;13;Male;23
49;12;Female;22
49;13;Male;20
49;15;Male;28
49;14;Male;22
49;12;Male;22
49;14;Female;27
49;13;Male;30
49;14;Male;26
49;15;Male;22
49;13;Female;26
49;15;Female;23
49;14;Male;22
49;14;Male;21
49;14;Male;25
49;13;Male;26
49;15;Male;26
49;12;Male;21
49;14;Male;30
49;14;Male;29
49;12;Male;28
49;13;Male;21
49;15;Male;26
49;15;Male;27
49;13;Male;29
49;14;Male;21
49;12;Male;20
49;15;Female;30
49;14;Female;22
49;12;Female;23
49;12;Male;30
49;13;Female;20
49;13;Female;23
49;15;Male;26
49;12;Female;30
49;15;Male;26
49;15;Male;27
49;15;Female;30
49;12;Male;30
49;15;Male;27
49;12;Male;25
49;13;Female;22
49;14;Male;30
49;13;Male;21
50;13;Male;25
50;13;Female;27
50;13;Female;20
50;14;Male;26
50;13;Female;27
50;14;Male;30
50;14;Female;27
50;13;Male;27
50;14;Male;29
50;14;Female;28
50;15;Male;27
50;15;Female;23
50;14;Male;24
50;15;Male;21
50;15;Male;30
50;13;Male;30
50;15;Male;26
50;14;Female;21
50;14;Male;29
50;12;Male;26
50;15;Female;20
50;14;Male;27
50;14;Female;22
50;12;Male;24
50;15;Male;29
50;13;Male;22
50;14;Male;24
50;15;Female;26
50;12;Male;27
50;12;Male;30
50;13;Male;26
50;12;Male;26
50;12;Male;21
50;12;Male;28
50;13;Female;24
50;15;Male;23
50;12;Male;26
50;13;Male;22
50;14;Male;30
50;12;Female;23
50;12;Male;24
50;14;Female;27
50;12;Male;26
50;15;Female;30
50;12;Male;25
50;12;Female;30
50;12;Male;29
50;14;Male;29
50;15;Male;23
50;14;Female;22
50;14;Female;23
50;14;Female;25
50;13;Male;29
50;13;Male;23
50;13;Male;30
50;14;Female;25
50;13;Male;21
50;13;Male;21
50;12;Male;24
50;15;Male;27
50;14;Female;23
50;12;Female;21
50;13;Male;28
50;15;Male;26
50;14;Male;25
50;13;Male;28
50;15;Female;28
50;13;Male;30
50;14;Female;26
50;12;Male;28
50;14;Male;25
50;14;Female;26
50;12;Male;28
50;13;Male;30
50;12;Female;25
50;13;Male;26
50;12;Male;22
50;13;Male;20
50;13;Male;20
50;13;Male;27
50;13;Female;27
50;12;Male;28
50;15;Female;21
75;6;Male;15
75;11;Male;10
75;11;Female;6
75;7;Male;13
75;6;Male;13
75;7;Male;6
75;8;Female;5
75;11;Male;12
75;9;Male;5
75;11;Male;14
75;11;Male;13
75;7;Female;15
75;11;Male;7
75;9;Male;13
75;7;Female;6
75;9;Male;11
75;10;Female;15
75;10;Female;15
75;10;Male;10
75;8;Female;8
75;7;Male;15
75;9;Female;15
75;9;Male;8
75;7;Female;12
75;10;Female;7
75;9;Male;12
75;11;Male;11
75;11;Male;10
75;8;Male;14
75;11;Male;13
75;7;Male;6
75;8;Female;15
75;7;Female;5
75;8;Female;13
75;6;Female;15
75;10;Female;14
75;9;Male;8
75;10;Male;7
75;9;Male;11
75;10;Male;14
75;8;Male;12
75;10;Male;10
75;8;Female;9
75;7;Female;6
75;6;Male;5
75;11;Female;5
75;7;Male;12
75;7;Female;5
75;7;Male;15
75;8;Female;8
75;6;Female;15
75;7;Male;5
75;8;Male;9
75;11;Male;5
75;10;Female;8
75;8;Male;8
75;6;Male;7
75;6;Female;11
75;10;Female;6
75;11;Male;13
75;10;Female;6
75;7;Male;5
76;7;Male;14
76;9;Male;6
76;8;Male;9
76;10;Male;12
76;11;Male;6
76;7;Male;13
76;6;Male;6
76;10;Male;14
76;10;Male;13
76;10;Male;6
76;6;Male;14
76;10;Female;12
76;7;Male;6
76;6;Female;6
76;11;Male;8
76;7;Male;14
76;8;Female;11
76;8;Male;7
76;7;Female;6
76;10;Male;10
76;10;Male;14
76;7;Male;6
76;7;Male;10
76;8;Male;11
76;10;Male;15
76;9;Female;7
76;7;Male;10
76;8;Male;10
76;11;Male;7
76;10;Male;10
76;8;Male;15
76;6;Female;5
76;11;Male;7
76;8;Male;6
76;6;Male;8
76;6;Male;6
76;6;Female;9
76;7;Female;9
76;9;Male;7
76;11;Female;7
76;10;Male;8
76;7;Male;10
76;11;Female;7
76;8;Female;12
76;11;Male;12
76;8;Female;5
76;11;Male;13
76;9;Female;13
76;9;Female;15
76;10;Male;6
76;10;Male;8
76;7;Male;7
76;10;Female;7
76;7;Female;14
76;8;Female;8
76;6;Male;10
76;11;Female;12
76;8;Female;13
76;8;Male;10
76;10;Male;7
76;10;Female;8
76;7;Male;7
76;10;Female;10
76;11;Female;11
76;7;Male;9
76;9;Female;8
77;9;Male;15
77;7;Female;15
77;11;Male;5
77;11;Female;14
77;8;Male;6
77;9;Male;5
77;8;Female;15
77;10;Male;9
77;9;Male;5
77;7;Male;14
77;8;Male;13
77;10;Male;5
77;8;Male;8
77;11;Male;14
77;11;Female;12
77;11;Female;12
77;11;Male;10
77;7;Male;7
77;7;Male;15
77;6;Male;6
77;10;Male;11
77;6;Male;8
77;6;Female;12
77;8;Male;5
77;11;Male;13
77;6;Male;10
77;7;Male;5
77;11;Male;9
77;7;Male;10
77;9;Female;11
77;11;Female;13
77;8;Female;12
77;8;Male;10
77;11;Male;8
77;11;Male;6
77;11;Male;8
77;7;Male;8
77;11;Male;12
77;11;Male;5
77;10;Male;9
77;10;Female;13
77;6;Female;7
77;9;Female;14
77;8;Female;12
77;10;Male;7
77;9;Female;15
77;8;Male;6
77;6;Male;11
77;9;Female;5
77;9;Female;5
77;7;Male;8
77;9;Male;13
77;9;Male;11
77;11;Male;15
77;6;Female;9
78;10;Male;5
78;9;Male;10
78;9;Male;15
78;10;Male;10
78;9;Female;8
78;6;Male;7
78;9;Male;9
78;11;Female;7
78;6;Male;6
78;7;Male;14
78;11;Female;13
78;10;Female;7
78;8;Male;15
78;9;Male;14
78;8;Male;7
78;10;Female;7
78;11;Male;10
78;10;Female;13
78;9;Female;9
78;7;Male;6
78;10;Female;7
78;11;Male;7
78;7;Male;7
78;11;Female;8
78;7;Male;14
78;11;Female;13
78;7;Female;8
78;6;Male;9
78;6;Male;5
78;8;Male;13
78;9;Male;14
78;11;Male;13
78;9;Male;6
78;10;Male;6
78;8;Female;12
78;8;Male;10
78;8;Male;14
78;8;Male;12
78;6;Male;12
78;6;Female;8
78;9;Female;15
78;10;Female;13
78;9;Male;8
78;11;Male;9
78;11;Female;6
78;6;Female;15
78;8;Male;14
78;9;Male;11
78;7;Male;9
78;7;Female;7
78;8;Male;13
78;11;Female;5
78;7;Male;5
78;9;Male;12
78;10;Male;12
78;6;Female;8
78;9;Male;8
78;7;Male;13
78;8;Male;13
78;10;Male;14
78;6;Female;11
78;7;Male;7
78;6;Male;8
78;8;Male;12
79;6;Male;12
79;9;Male;8
79;10;Female;12
79;11;Male;11
79;6;Female;14
79;9;Male;14
79;8;Male;9
79;7;Male;8
79;6;Male;11
79;9;Male;5
79;10;Male;13
79;9;Male;11
79;9;Male;15
79;9;Male;9
79;6;Female;10
79;7;Male;8
79;6;Female;7
79;6;Male;9
79;9;Female;11
79;9;Male;10
79;6;Male;8
79;9;Male;11
79;10;Female;8
79;11;Male;14
79;9;Male;6
79;6;Female;14
79;7;Male;9
79;10;Female;5
79;11;Male;5
79;8;Male;8
79;6;Female;15
79;8;Female;14
79;7;Female;15
79;7;Male;10
79;6;Female;11
79;6;Male;11
79;9;Male;6
79;11;Female;9
79;6;Female;11
79;10;Male;11
79;11;Male;10
79;8;Female;11
79;9;Male;5
79;10;Male;5
79;7;Male;13
79;10;Male;11
79;9;Female;6
79;11;Male;11
79;7;Male;5
79;11;Male;12
79;10;Male;13
79;6;Male;6
79;6;Male;12
79;10;Male;9
79;8;Male;12
79;9;Male;7
79;9;Female;11
79;10;Female;8
79;11;Male;10
79;10;Male;15
79;7;Female;11
79;8;Male;6
79;10;Male;14
79;10;Male;9
79;7;Female;14
79;9;Male;6
79;9;Male;11
79;6;Male;5
79;11;Male;13
79;7;Male;10
79;6;Male;8
79;11;Male;13
79;7;Male;7
79;8;Male;5
79;8;Male;12
79;6;Male;9
79;8;Female;7
79;7;Male;5
80;10;Male;11
80;10;Male;13
80;6;Female;12
80;10;Male;9
80;11;Male;9
80;9;Male;7
80;10;Male;15
80;7;Male;6
80;7;Male;11
80;6;Male;6
80;8;Male;5
80;11;Male;15
80;11;Female;8
80;7;Male;8
80;10;Female;11
80;10;Male;15
80;7;Male;7
80;7;Male;9
80;9;Male;6
80;8;Male;5
80;8;Male;10
80;7;Female;12
80;7;Male;12
80;9;Male;10
80;7;Male;11
80;10;Male;13
80;11;Female;8
80;9;Female;12
80;8;Male;5
80;7;Male;15
80;8;Female;6
80;6;Male;15
80;8;Male;14
80;10;Female;5
80;10;Male;8
80;11;Male;7
80;6;Male;7
80;10;Male;9
80;9;Female;7
80;10;Male;9
80;9;Female;14
80;9;Female;11
80;7;Male;12
80;7;Female;6
80;6;Male;11
80;9;Male;11
80;11;Male;11
80;11;Female;7
80;11;Male;9
80;6;Female;8
80;6;Female;15
80;9;Male;6
80;11;Female;15
80;8;Male;10
80;10;Male;12
80;8;Male;5
81;6;Female;7
81;6;Male;10
81;10;Male;14
81;6;Female;12
81;11;Female;11
81;8;Female;12
81;7;Male;10
81;10;Male;12
81;6;Male;8
81;11;Male;12
81;6;Female;7
81;10;Female;6
81;9;Male;12
81;6;Male;13
81;10;Male;10
81;8;Female;14
81;9;Male;6
81;10;Male;9
81;9;Male;11
81;9;Male;14
81;9;Male;12
81;6;Male;5
81;9;Male;11
81;11;Male;5
81;7;Male;14
81;10;Female;13
81;7;Female;14
81;11;Male;13
81;7;Female;11
81;10;Female;14
81;11;Male;10
81;6;Female;5
81;10;Male;13
81;11;Male;9
81;7;Male;14
81;9;Female;12
81;9;Female;14
81;8;Female;10
81;6;Male;13
81;7;Female;8
81;7;Male;15
81;9;Male;15
81;7;Male;9
81;8;Male;5
81;8;Female;6
81;6;Female;10
81;6;Male;15
81;6;Male;8
81;10;Female;9
81;10;Female;5
81;8;Male;9
81;8;Male;9
81;9;Male;9
81;11;Male;10
81;9;Male;8
82;10;Male;7
82;8;Male;12
82;8;Male;14
82;10;Male;15
82;8;Female;15
82;8;Male;15
82;9;Male;7
82;9;Female;6
82;9;Male;15
82;7;Male;9
82;7;Male;13
82;9;Female;9
82;10;Male;7
82;10;Male;14
82;8;Male;14
82;8;Male;15
82;11;Male;9
82;6;Female;9
82;11;Female;8
82;7;Male;11
82;9;Male;9
82;11;Male;10
82;8;Female;8
82;10;Male;11
82;8;Male;15
82;8;Female;7
82;11;Female;6
82;9;Female;6
82;7;Female;13
82;10;Male;5
82;7;Female;9
82;7;Male;8
82;6;Male;9
82;10;Female;15
82;8;Male;7
82;7;Male;6
82;9;Male;15
82;7;Female;9
82;7;Female;12
82;11;Male;10
82;7;Male;14
82;7;Male;5
82;8;Female;12
82;8;Male;11
82;6;Male;12
82;9;Female;7
82;9;Male;14
82;8;Female;15
82;9;Male;8
82;8;Male;10
82;7;Male;9
82;8;Male;13
82;10;Male;11
82;9;Male;11
82;6;Male;13
82;7;Female;14
82;9;Female;11
82;7;Male;5
82;10;Male;12
82;11;Male;6
82;8;Female;14
82;6;Male;7
82;7;Male;12
82;7;Male;12
82;8;Female;14
82;7;Female;7
82;11;Female;13
82;6;Female;8
82;9;Male;15
82;7;Male;12
82;6;Male;15
83;6;Male;7
83;6;Male;8
83;8;Male;10
83;9;Male;11
83;6;Male;15
83;6;Male;15
83;9;Male;9
83;6;Male;10
83;7;Male;8
83;7;Female;7
83;10;Female;14
83;10;Male;14
83;10;Male;9
83;6;Female;7
83;8;Male;12
83;8;Female;12
83;7;Female;13
83;6;Male;13
83;9;Female;15
83;10;Male;11
83;11;Male;8
83;6;Female;12
83;7;Male;14
83;10;Male;15
83;8;Male;5
83;9;Male;12
83;7;Male;11
83;10;Female;10
83;9;Female;12
83;8;Male;8
83;11;Female;14
83;7;Male;13
83;10;Male;10
83;7;Male;7
83;10;Male;14
83;9;Male;12
83;11;Male;13
83;11;Female;12
83;7;Male;12
83;9;Male;11
83;9;Female;13
83;11;Female;14
83;8;Male;9
83;11;Female;11
83;6;Female;6
83;8;Male;5
83;11;Male;14
83;11;Male;12
83;10;Male;15
83;6;Female;13
83;8;Male;11
83;9;Female;15
83;11;Female;13
83;8;Male;15
83;8;Male;7
83;10;Male;7
83;8;Male;6
83;10;Male;15
83;11;Male;6
83;6;Male;9
83;7;Male;14
83;7;Male;14
83;9;Female;10
84;7;Male;14
84;6;Male;6
84;7;Male;11
84;6;Male;8
84;8;Male;12
84;8;Male;11
84;11;Male;7
84;9;Male;14
84;7;Male;6
84;6;Male;11
84;6;Male;5
84;10;Female;8
84;11;Male;6
84;6;Male;10
84;11;Male;6
84;9;Male;12
84;10;Female;7
84;10;Male;12
84;11;Male;14
84;9;Male;5
84;9;Male;15
84;9;Male;11
84;11;Male;9
84;9;Male;14
84;9;Male;6
84;7;Female;8
84;10;Male;13
84;10;Male;9
84;8;Male;11
84;10;Male;6
84;11;Male;7
84;8;Male;15
84;6;Male;12
84;10;Female;13
84;6;Male;7
84;10;Female;5
84;6;Female;9
84;8;Male;5
84;7;Male;5
84;7;Male;9
84;9;Male;15
84;8;Female;7
84;11;Male;13
84;9;Female;9
84;6;Male;10
84;11;Male;5
84;6;Female;13
84;9;Male;13
84;11;Male;12
84;9;Male;6
84;8;Male;11
84;6;Male;13
84;8;Male;15
84;10;Female;11
84;9;Male;13
84;8;Female;10
84;7;Male;12
84;8;Female;15
84;7;Male;15
84;9;Male;5
84;10;Female;10
84;10;Male;6
84;11;Male;15
84;9;Male;14
84;8;Male;5
84;10;Male;5
84;6;Male;15
84;11;Male;8
84;10;Male;5
84;11;Female;12
84;11;Male;10
84;8;Female;11
84;7;Male;15
84;10;Female;5
84;11;Male;9
85;9;Male;6
85;11;Male;8
85;9;Male;8
85;9;Male;15
85;8;Male;11
85;10;Female;13
85;6;Male;8
85;7;Female;10
85;11;Female;9
85;11;Male;6
85;6;Male;10
85;7;Female;15
85;6;Female;8
85;10;Male;7
85;7;Male;7
85;8;Female;11
85;11;Male;10
85;6;Male;14
85;6;Male;7
85;8;Female;12
85;6;Male;7
85;8;Male;9
85;8;Male;8
85;8;Male;13
85;10;Female;15
85;11;Female;8
85;7;Female;6
85;11;Male;6
85;7;Female;5
85;9;Male;14
85;8;Male;13
85;11;Male;12
85;11;Male;12
85;6;Male;12
85;9;Male;9
85;9;Male;9
85;9;Male;14
85;9;Male;9
85;10;Male;12
85;8;Male;10
85;7;Male;5
85;7;Male;14
85;9;Female;9
85;10;Male;7
85;6;Male;9
85;10;Female;6
85;8;Male;5
85;7;Male;14
85;9;Male;6
85;11;Male;7
85;10;Male;5
85;11;Female;9
85;9;Male;10
85;6;Male;14
85;11;Female;8
85;9;Female;6
85;7;Male;7
85;8;Male;12
85;7;Female;11
85;11;Female;6
85;9;Male;11
85;8;Male;10
85;8;Male;9
85;11;Male;8
85;8;Male;10
85;9;Male;12
85;9;Male;6
85;8;Male;9
85;11;Male;7
85;8;Male;12
86;8;Male;12
86;6;Male;13
86;7;Female;15
86;7;Female;10
86;10;Male;11
86;9;Male;8
86;9;Male;13
86;10;Male;11
86;7;Female;12
86;10;Female;12
86;8;Male;7
86;9;Male;12
86;8;Male;15
86;7;Female;10
86;7;Male;11
86;8;Male;9
86;9;Female;8
86;8;Male;11
86;6;Male;14
86;8;Female;11
86;9;Female;7
86;10;Male;5
86;6;Male;14
86;11;Male;13
86;11;Female;5
86;9;Male;9
86;10;Male;10
86;10;Female;8
86;9;Female;10
86;8;Male;9
86;7;Female;10
86;6;Male;13
86;9;Male;11
86;11;Male;7
86;9;Male;11
86;8;Female;15
86;11;Male;13
86;6;Female;12
86;6;Male;12
86;11;Male;6
86;11;Female;15
86;11;Male;8
86;8;Male;6
86;11;Female;14
86;6;Male;9
86;6;Male;12
86;11;Male;9
86;7;Male;11
86;10;Male;9
86;10;Male;8
86;6;Male;10
86;11;Female;8
86;10;Male;8
86;6;Male;7
86;6;Female;8
86;7;Male;5
86;7;Female;13
86;6;Male;7
86;9;Female;14
86;10;Male;11
86;6;Female;10
86;10;Male;5
86;6;Male;10
87;6;Male;9
87;8;Female;15
87;8;Male;14
87;11;Male;12
87;9;Male;13
87;11;Male;13
87;11;Male;11
87;6;Male;15
87;10;Male;6
87;7;Female;5
87;8;Male;5
87;11;Male;9
87;6;Male;13
87;10;Male;15
87;10;Female;11
87;8;Male;9
87;7;Male;8
87;10;Male;15
87;9;Female;9
87;8;Male;5
87;10;Male;6
87;9;Male;10
87;10;Female;8
87;7;Male;11
87;6;Male;12
87;6;Female;12
87;10;Male;6
87;8;Male;10
87;7;Male;7
87;7;Male;15
87;9;Male;14
87;10;Female;5
87;10;Male;12
87;10;Female;6
87;7;Male;8
87;8;Male;11
87;8;Male;13
87;11;Male;6
87;11;Female;11
87;10;Female;12
87;7;Female;10
87;10;Male;13
87;6;Female;10
87;7;Male;10
87;11;Female;8
87;11;Female;12
87;9;Male;8
87;9;Male;10
87;9;Female;7
87;10;Male;5
87;9;Female;15
87;7;Male;11
88;10;Male;11
88;9;Female;13
88;11;Female;15
88;11;Female;7
88;9;Male;5
88;11;Male;5
88;9;Male;11
88;9;Male;10
88;11;Male;5
88;8;Male;8
88;11;Male;5
88;7;Male;14
88;7;Female;8
88;6;Female;11
88;9;Male;13
88;10;Male;15
88;8;Male;6
88;7;Male;12
88;6;Male;11
88;11;Male;12
88;11;Male;10
88;9;Female;11
88;9;Female;5
88;9;Male;6
88;11;Female;5
88;9;Male;14
88;9;Male;12
88;9;Female;9
88;11;Male;9
88;11;Male;8
88;8;Male;14
88;6;Male;6
88;7;Male;10
88;9;Male;10
88;6;Male;6
88;10;Male;13
88;11;Male;14
88;9;Male;5
88;10;Female;12
88;10;Male;10
88;11;Male;14
88;8;Female;9
88;7;Male;7
88;8;Female;6
88;7;Male;12
88;7;Female;14
88;9;Male;5
88;9;Male;12
88;10;Female;5
88;8;Female;12
88;7;Male;11
88;9;Male;12
88;11;Male;14
88;10;Female;9
88;7;Male;5
88;6;Male;8
88;6;Male;6
88;11;Male;15
88;7;Female;8
89;6;Female;11
89;10;Male;11
89;8;Male;11
89;6;Male;15
89;11;Female;13
89;9;Female;5
89;8;Male;8
89;11;Male;6
89;11;Male;12
89;8;Male;13
89;9;Female;13
89;11;Male;15
89;8;Male;5
89;7;Male;5
89;11;Male;9
89;9;Male;5
89;7;Male;11
89;11;Male;7
89;7;Male;12
89;7;Male;6
89;7;Female;8
89;10;Male;9
89;10;Female;9
89;6;Male;15
89;7;Male;15
89;11;Female;15
89;8;Female;8
89;11;Female;14
89;11;Male;7
89;10;Female;10
89;11;Male;7
89;8;Female;12
89;11;Male;15
89;11;Female;13
89;10;Male;15
89;11;Male;8
89;7;Male;14
89;7;Male;6
89;11;Male;6
89;9;Male;15
89;11;Male;8
89;6;Female;15
89;6;Male;14
89;10;Female;8
89;9;Male;11
89;9;Male;12
89;9;Female;7
89;6;Male;8
89;10;Female;15
89;9;Male;6
89;8;Female;6
89;6;Female;5
89;7;Male;8
89;11;Male;14
89;7;Female;8
89;6;Male;5
89;9;Male;15
89;6;Female;8
89;9;Male;8
89;6;Male;6
89;8;Female;5
89;8;Male;7
90;7;Female;12
90;9;Male;13
90;7;Female;13
90;11;Male;13
90;10;Male;8
90;6;Male;9
90;9;Female;9
90;10;Male;5
90;10;Male;6
90;10;Female;13
90;8;Male;9
90;10;Male;15
90;10;Male;14
90;11;Female;9
90;7;Female;12
90;7;Male;13
90;10;Male;12
90;10;Male;6
90;8;Female;6
90;6;Female;7
90;9;Male;7
90;10;Male;5
90;11;Male;8
90;9;Male;10
90;6;Male;5
90;11;Male;14
90;9;Female;11
90;11;Female;9
90;7;Male;6
90;11;Male;8
90;10;Male;11
90;10;Female;11
90;6;Female;14
90;8;Female;14
90;8;Female;11
90;7;Female;5
90;9;Male;13
90;11;Female;13
90;7;Male;11
90;9;Male;10
90;7;Female;7
90;8;Male;8
90;7;Male;7
90;7;Male;5
90;11;Male;11
90;7;Female;6
90;9;Female;10
90;10;Female;5
90;6;Male;12
90;8;Male;6
90;11;Female;9
90;10;Female;15
90;9;Male;8
90;8;Male;13
90;10;Male;6
90;9;Female;12
90;10;Male;10
90;11;Male;12
90;6;Female;11
90;11;Male;9
90;11;Male;6
90;10;Female;8
90;10;Female;14
