empid|flightrisk|currentsalary|joblevel|yearseducation|travelamt|gender
24416|medium|58124|4|15|70|Female
24417|medium|59863|4|15|40|Female
24418|medium|64336|2|16|20|Female
24419|medium|69342|1|15|20|Female
24420|medium|67770|2|14|80|Female
24421|medium|65549|1|16|10|Female
24422|medium|67079|3|15|90|Female
24423|medium|69675|4|16|10|Female
24424|medium|64891|3|15|70|Female
24425|medium|57320|3|15|30|Female
24426|medium|56986|3|15|90|Female
24427|medium|69601|2|16|60|Female
24428|medium|66695|2|16|10|Female
24429|medium|67337|1|14|0|Female
24430|medium|56492|4|14|0|Female
24431|medium|69639|4|14|60|Female
24432|medium|69577|3|15|90|Female
24433|medium|59361|2|14|20|Female
24434|medium|69254|3|14|60|Female
24435|medium|64836|3|14|0|Female
24436|medium|66780|1|14|90|Female
24437|medium|62339|3|15|60|Female
24438|medium|61309|1|16|20|Female
24439|medium|61258|1|16|40|Female
24440|medium|60779|2|16|20|Female
24441|medium|65478|2|15|40|Female
24442|medium|57365|2|15|50|Female
24443|medium|58002|1|16|30|Female
24444|medium|64484|4|14|40|Female
24445|medium|67190|3|15|20|Female
24446|medium|69458|4|16|90|Female
24447|medium|57558|2|14|40|Female
24448|medium|60468|1|14|30|Female
24449|medium|62680|3|14|10|Female
24450|medium|55388|2|16|100|Female
24451|medium|62996|1|14|30|Female
24452|medium|59228|4|15|60|Female
24453|medium|69968|3|16|40|Female
24454|medium|59004|3|16|80|Female
24455|medium|69580|3|15|100|Female
24456|low|81251|4|14|40|Female
24457|low|51067|5|14|70|Female
24458|low|85313|6|12|10|Male
24459|low|53178|5|13|60|Male
24460|high|47966|5|12|0|Male
24461|high|49786|3|14|40|Male
24462|high|48132|4|14|50|Male
24463|high|49001|3|13|80|Male
24464|low|57784|6|12|20|Female
24465|low|55250|6|14|70|Male
24466|low|53479|3|14|20|Male
24467|low|57176|4|13|10|Male
24468|low|49325|5|14|20|Male
24469|low|51732|5|14|60|Male
24470|low|47495|3|12|80|Female
24471|low|51178|4|12|80|Female
24472|low|54513|5|12|40|Male
24473|low|50612|6|13|90|Male
24474|low|46622|5|12|100|Female
24475|low|45655|4|14|10|Female
24476|low|47561|4|14|50|Male
24477|low|48657|5|13|20|Female
24478|low|57007|3|12|60|Male
24479|low|52807|5|13|40|Female
24480|low|55518|6|12|30|Female
24481|low|58416|6|14|100|Male
24482|low|58114|4|13|60|Male
24483|low|48453|3|12|40|Male
24484|low|54404|5|12|0|Male
24485|low|57948|3|14|20|Female
24486|low|56439|6|14|20|Male
24487|low|47259|4|13|80|Male
24488|low|57862|5|12|60|Male
24489|low|54249|3|12|30|Female
24490|low|53359|4|12|70|Male
24491|low|45987|4|14|20|Male
24492|low|54623|4|12|30|Male
24493|low|59435|3|12|90|Male
24494|low|47145|3|12|80|Female
24495|low|47899|3|13|70|Female
24496|low|49282|3|13|30|Female
24497|low|48914|6|12|20|Male
24498|low|50335|3|12|40|Female
24499|low|51673|5|14|40|Female
24500|low|46674|4|14|100|Female
24501|low|51203|4|13|60|Male
24502|low|53849|6|14|60|Female
24503|low|54474|3|14|80|Male
24504|low|48832|3|14|80|Male
24505|low|50137|4|12|70|Female
24506|high|61362|7|18|90|Female
24507|high|89564|6|18|70|Female
24508|high|68824|6|20|70|Male
24509|high|66731|7|19|50|Male
24510|high|79141|7|19|30|Male
24511|high|84265|5|17|10|Female
24512|high|68680|7|17|20|Female
24513|high|70726|6|19|20|Female
24514|high|73978|7|20|20|Female
24515|high|87001|7|20|80|Female
24516|high|86394|7|17|50|Female
24517|high|79618|6|18|40|Female
24518|high|62139|7|19|50|Female
24519|high|89790|7|20|30|Female
24520|high|83371|5|20|60|Female
24521|high|63470|7|16|20|Female
24522|high|62707|6|17|20|Male
24523|high|70296|6|19|20|Female
24524|high|88419|7|18|40|Male
24525|high|63038|7|18|90|Female
24526|high|86683|6|18|30|Female
24527|high|68911|6|16|80|Male
24528|medium|89259|5|20|30|Female
24529|high|75140|7|19|60|Male
24530|low|78319|6|19|50|Male
24531|low|84342|7|18|10|Female
24532|high|61813|6|19|60|Male
24533|high|60821|7|17|50|Female
24534|high|70836|6|17|30|Female
24535|high|69387|7|20|70|Female
24536|high|70582|6|17|60|Male
24537|high|79864|7|19|30|Male
24538|high|73504|7|18|10|Female
24539|high|71794|6|19|60|Female
24540|high|77619|5|17|90|Female
24541|high|89282|7|17|0|Male
24542|high|72463|7|18|50|Female
24543|high|75605|7|18|80|Female
24544|high|61243|7|19|60|Male
24545|high|71775|6|16|50|Female
24546|high|80236|5|19|30|Female
24547|high|81515|7|16|100|Male
24548|high|85465|5|16|20|Female
24549|high|62768|5|18|80|Female
24550|high|62754|6|17|90|Female
24551|high|67994|7|17|50|Male
24552|high|69371|5|16|0|Male
24553|high|79176|5|19|40|Female
24554|high|62897|7|18|10|Female
24555|high|68643|7|17|70|Female
24556|medium|68815|3|14|70|Female
24557|medium|66338|4|16|50|Female
24558|medium|61490|1|16|10|Female
24559|medium|68281|4|15|40|Female
24560|medium|59964|1|14|90|Female
24561|medium|68909|3|15|60|Female
24562|medium|58630|3|15|0|Female
24563|medium|65521|3|15|90|Female
24564|medium|67053|4|15|90|Female
24565|medium|64685|4|14|30|Female
24566|medium|69312|2|16|70|Female
24567|medium|68821|1|14|50|Female
24568|medium|66477|1|16|10|Female
24569|medium|63476|1|16|20|Female
24570|medium|59302|2|16|90|Female
24571|medium|56310|3|14|100|Female
24572|medium|58008|2|15|80|Female
24573|medium|65221|4|14|80|Female
24574|medium|60976|4|16|90|Female
24575|medium|59473|3|15|60|Female
24576|medium|60195|1|16|50|Female
24577|medium|60800|3|15|50|Female
24578|medium|66919|4|15|90|Female
24579|medium|64824|3|16|90|Female
24580|medium|60219|2|16|50|Female
24581|medium|58796|1|15|70|Female
24582|medium|66690|1|16|50|Female
24583|medium|55722|1|14|90|Female
24584|medium|57369|1|16|90|Female
24585|medium|69574|1|16|80|Female
24586|medium|56488|2|15|40|Female
24587|medium|68851|4|15|10|Female
24588|medium|58950|2|15|80|Female
24589|medium|59847|1|14|60|Female
24590|medium|57670|3|14|100|Female
24591|medium|66290|2|16|20|Female
24592|medium|65045|4|15|10|Female
24593|medium|60135|4|14|90|Female
24594|medium|68752|2|15|20|Female
24595|medium|59956|4|16|30|Female
24596|medium|68410|2|16|60|Female
24597|medium|57358|1|15|90|Female
24598|medium|57343|3|15|90|Female
24599|medium|63667|2|15|80|Female
24600|medium|56117|3|16|20|Female
24601|medium|56647|2|16|10|Female
24602|medium|68774|2|16|20|Female
24603|medium|64488|2|16|10|Female
24604|medium|55630|2|16|20|Female
24605|medium|59701|2|15|60|Female
24606|low|51056|6|13|100|Male
24607|low|58038|5|13|50|Female
24608|low|56588|6|13|80|Female
24609|low|53694|4|13|100|Male
24610|low|47042|5|12|20|Male
24611|low|53876|4|13|70|Male
24612|low|47681|5|12|80|Female
24613|low|54485|6|12|50|Male
24614|low|45594|4|14|10|Male
24615|low|57920|5|12|40|Male
24616|low|51144|6|12|30|Male
24617|low|53438|3|13|10|Male
24618|low|57995|6|13|40|Female
24619|low|54792|4|14|60|Female
24620|low|57359|5|13|20|Male
24621|low|52537|4|13|40|Male
24622|low|46696|4|14|40|Female
24623|low|54808|6|12|40|Male
24624|low|48536|6|13|30|Female
24625|low|45850|3|12|90|Male
24626|low|47747|6|12|80|Female
24627|low|54144|5|12|20|Male
24628|low|47685|5|14|40|Male
24629|low|51441|7|13|60|Male
24630|low|56360|7|13|50|Female
24631|low|54250|4|13|30|Male
24632|low|48165|4|14|50|Male
24633|low|57441|3|13|40|Male
24634|low|58276|4|14|60|Male
24635|low|49745|4|12|10|Male
24636|low|55557|5|14|90|Female
24637|low|56109|5|14|70|Male
24638|low|46058|5|12|100|Male
24639|low|49906|3|13|80|Male
24640|low|48557|3|12|50|Female
24641|low|45803|4|14|40|Female
24642|low|55090|3|12|60|Male
24643|low|55313|3|12|80|Male
24644|low|59784|6|12|50|Female
24645|low|46976|5|14|20|Female
24646|low|52078|3|14|90|Female
24647|low|55758|5|12|100|Male
24648|low|51486|4|14|0|Female
24649|low|47798|4|12|60|Male
24650|low|53372|6|14|50|Female
24651|low|46499|6|12|90|Male
24652|low|58731|5|14|80|Male
24653|low|55940|4|14|20|Male
24654|low|57764|5|12|50|Female
24655|low|58844|5|13|30|Male
24656|high|84042|6|17|50|Female
24657|high|63970|6|16|20|Female
24658|high|89026|5|19|40|Male
24659|high|68882|6|16|40|Female
24660|high|68577|5|20|50|Male
24661|high|89727|6|16|40|Female
24662|high|65448|7|19|70|Male
24663|high|74875|7|18|50|Male
24664|high|62361|5|18|20|Male
24665|high|71971|5|19|70|Male
24666|high|67100|5|17|70|Male
24667|high|79636|7|18|0|Female
24668|high|74574|5|19|10|Female
24669|high|63469|5|20|20|Female
24670|high|70637|7|18|70|Female
24671|high|82112|7|16|0|Male
24672|high|60027|6|16|60|Female
24673|high|88686|7|16|10|Female
24674|high|73316|6|20|60|Male
24675|high|87465|5|18|20|Female
24676|high|84530|7|20|60|Male
24677|high|71147|5|18|50|Male
24678|high|71147|5|16|60|Female
24679|high|60690|5|17|50|Male
24680|high|88429|5|16|50|Male
24681|high|84155|5|19|0|Female
24682|high|64147|5|18|10|Female
24683|high|71570|7|16|0|Male
24684|high|75446|6|16|10|Female
24685|high|89330|6|20|40|Female
24686|high|84826|5|18|0|Female
24687|high|74733|7|17|50|Female
24688|high|67574|5|17|30|Female
24689|high|64473|7|20|70|Male
24690|high|81777|7|20|70|Male
24691|high|89728|7|16|80|Female
24692|high|67578|7|16|90|Male
24693|high|63189|5|19|10|Male
24694|high|81686|6|20|20|Female
24695|high|73032|7|19|10|Female
24696|high|88842|6|19|90|Male
24697|high|81527|5|17|30|Male
24698|high|83780|5|16|10|Female
24699|high|69811|7|19|10|Female
24700|high|74523|7|20|0|Female
24701|high|82087|7|20|40|Female
24702|high|88505|5|16|10|Male
24703|high|61694|5|16|10|Female
24704|high|85079|5|16|20|Female
24705|high|65566|7|16|30|Female
24706|medium|66346|2|16|10|Female
24707|medium|56458|2|14|80|Female
24708|medium|59402|2|14|50|Female
24709|medium|62657|3|15|50|Female
24710|medium|58028|1|16|50|Female
24711|medium|67547|4|15|0|Female
24712|medium|68670|1|14|20|Female
24713|medium|64486|4|14|80|Female
24714|medium|56237|1|15|10|Female
24715|medium|68740|2|14|50|Female
24716|medium|62577|2|16|30|Female
24717|medium|67373|4|16|50|Female
24718|medium|65844|3|14|70|Female
24719|medium|67236|2|14|60|Female
24720|medium|68606|3|15|90|Female
24721|medium|63212|2|15|20|Female
24722|medium|67434|3|15|20|Female
24723|medium|69046|1|16|60|Female
24724|medium|58239|4|14|40|Female
24725|medium|62615|3|14|20|Female
24726|medium|59483|2|14|90|Female
24727|medium|67938|1|16|10|Female
24728|medium|66349|1|15|90|Female
24729|medium|58245|1|16|0|Female
24730|medium|56941|4|16|40|Female
24731|medium|65823|2|14|90|Female
24732|medium|62477|1|15|40|Female
24733|medium|64292|1|14|90|Female
24734|medium|68933|4|14|20|Female
24735|medium|67337|2|14|50|Female
24736|medium|62383|4|16|50|Female
24737|medium|69241|3|16|30|Female
24738|medium|56128|4|15|80|Female
24739|medium|69990|2|14|10|Female
24740|medium|59973|4|16|30|Female
24741|medium|67609|4|15|40|Female
24742|medium|67697|1|14|80|Female
24743|medium|62443|3|14|80|Female
24744|medium|62562|3|16|40|Female
24745|medium|66417|1|14|40|Female
24746|medium|57260|4|14|50|Female
24747|medium|55341|2|14|30|Female
24748|medium|55654|2|14|10|Female
24749|medium|69186|1|16|10|Female
24750|medium|59687|2|14|70|Female
24751|medium|67769|4|14|50|Female
24752|medium|64703|3|15|100|Female
24753|medium|65893|2|16|0|Female
24754|medium|66991|3|16|90|Female
24755|medium|59780|2|14|60|Female
24756|low|49379|4|12|70|Male
24757|low|58632|3|14|80|Female
24758|low|56937|6|14|10|Male
24759|low|53031|6|14|70|Male
24760|low|46993|4|13|50|Male
24761|low|56194|3|13|10|Male
24762|low|54416|3|12|30|Male
24763|low|56614|4|14|10|Male
24764|low|48946|4|13|40|Female
24765|low|47648|5|12|40|Female
24766|low|53348|6|13|0|Male
24767|low|48256|4|12|20|Male
24768|low|45806|4|14|10|Male
24769|low|45466|5|14|10|Male
24770|low|49366|4|12|10|Male
24771|low|45766|3|12|50|Male
24772|low|47217|5|13|20|Female
24773|low|58222|6|12|60|Male
24774|low|58129|3|13|80|Female
24775|low|48637|4|13|80|Male
24776|low|53106|3|12|70|Female
24777|low|58107|4|12|100|Female
24778|low|45788|3|12|80|Female
24779|low|48281|3|13|40|Male
24780|low|50751|4|13|30|Female
24781|low|48015|3|13|30|Male
24782|low|54502|6|13|30|Male
24783|low|55091|5|12|70|Male
24784|low|46045|4|12|80|Female
24785|low|55770|5|12|30|Female
24786|low|56892|4|13|40|Male
24787|low|57614|5|13|30|Male
24788|low|45899|3|14|10|Male
24789|low|58609|6|14|10|Female
24790|low|49334|5|12|50|Female
24791|low|52199|4|14|20|Male
24792|low|58926|4|13|60|Male
24793|low|54178|3|12|100|Female
24794|low|53972|6|12|40|Female
24795|low|46909|3|13|60|Female
24796|low|58470|5|13|90|Female
24797|low|51022|5|13|0|Male
24798|low|57797|6|14|90|Female
24799|low|54299|5|12|40|Female
24800|low|58680|4|14|90|Male
24801|low|51093|5|12|40|Male
24802|low|55631|4|12|60|Male
24803|low|59774|6|13|40|Male
24804|low|52745|4|13|40|Male
24805|low|56407|5|13|90|Male
24806|high|30327|6|19|90|Male
24807|high|65565|6|20|80|Female
24808|high|37475|5|18|100|Female
24809|high|83008|5|18|70|Female
24810|high|36214|5|19|70|Male
24811|high|31601|5|19|80|Female
24812|high|64987|5|18|10|Female
24813|high|75377|7|20|50|Male
24814|high|60504|7|18|40|Female
24815|high|79047|6|20|70|Female
24816|high|68715|6|17|90|Male
24817|high|75880|5|19|0|Male
24818|high|77595|6|16|70|Male
24819|high|62538|6|18|20|Female
24820|high|63448|6|20|40|Female
24821|high|82302|5|17|90|Female
24822|high|65351|7|19|100|Female
24823|high|74969|5|19|30|Female
24824|high|64718|7|18|30|Female
24825|high|81420|5|16|70|Female
24826|high|89364|6|17|30|Female
24827|high|67172|6|19|50|Female
24828|high|84010|7|16|70|Male
24829|high|79848|6|20|70|Male
24830|high|62805|5|17|90|Male
24831|high|78438|7|19|0|Female
24832|high|78017|5|20|80|Female
24833|high|78371|5|18|40|Female
24834|high|84159|7|17|50|Female
24835|high|66378|5|18|20|Female
24836|high|71583|6|18|90|Male
24837|high|86555|6|18|10|Female
24838|high|76202|5|20|40|Male
24839|high|86910|7|19|0|Male
24840|high|70210|5|16|20|Female
24841|high|66008|6|17|50|Female
24842|high|83440|6|17|80|Male
24843|high|88176|6|16|70|Male
24844|high|77519|7|16|50|Female
24845|high|67364|7|16|40|Female
24846|high|86463|5|17|20|Female
24847|high|83141|6|18|100|Male
24848|high|34467|5|16|70|Female
24849|high|49824|5|20|30|Female
24850|high|62534|6|17|50|Female
24851|high|75222|7|20|10|Female
24852|high|81763|6|18|10|Female
24853|high|70039|6|18|80|Female
24854|high|68840|5|20|0|Male
24855|high|68794|7|18|100|Male
24856|medium|68504|4|14|30|Female
24857|medium|69443|1|14|80|Female
24858|medium|66789|2|15|20|Female
24859|medium|66384|2|16|40|Female
24860|medium|64125|2|16|30|Female
24861|medium|63770|3|16|50|Female
24862|medium|67182|2|16|40|Female
24863|medium|64042|3|14|60|Female
24864|medium|67348|3|16|70|Female
24865|medium|55601|4|15|60|Female
24866|medium|57237|1|15|70|Female
24867|medium|60868|3|15|80|Female
24868|medium|59474|4|16|100|Female
24869|medium|68470|4|16|90|Female
24870|medium|67984|2|14|80|Female
24871|medium|64432|3|16|70|Female
24872|medium|61958|3|14|20|Female
24873|medium|58332|1|15|50|Female
24874|medium|67216|3|15|40|Female
24875|medium|63603|1|16|60|Female
24876|medium|68590|1|14|90|Female
24877|medium|58621|4|15|0|Female
24878|medium|68120|3|14|90|Female
24879|medium|64420|3|14|60|Female
24880|medium|55905|1|14|80|Female
24881|medium|63108|2|14|10|Female
24882|medium|58653|3|14|50|Female
24883|medium|67160|1|15|70|Female
24884|medium|57399|3|15|40|Female
24885|medium|66864|4|15|70|Female
24886|medium|68961|2|15|20|Female
24887|medium|60160|3|15|50|Female
24888|medium|68803|3|14|70|Female
24889|medium|63465|1|14|20|Female
24890|medium|55656|2|14|50|Female
24891|medium|57222|4|16|70|Female
24892|medium|65681|2|15|50|Female
24893|medium|67007|4|14|100|Female
24894|medium|61625|4|16|20|Female
24895|medium|66199|3|16|50|Female
24896|medium|69663|1|15|50|Female
24897|medium|67249|2|16|30|Female
24898|medium|66983|4|15|90|Female
24899|medium|56140|3|15|60|Female
24900|medium|67900|1|14|90|Female
24901|medium|61480|3|16|80|Female
24902|medium|65020|1|16|70|Female
24903|medium|56727|2|15|80|Female
24904|medium|57202|2|15|70|Female
24905|medium|60418|1|16|20|Female
24906|low|46990|4|14|20|Female
24907|low|49319|4|14|60|Female
24908|low|51512|3|12|20|Male
24909|low|50943|5|12|90|Male
24910|low|50782|4|14|30|Female
24911|low|55296|5|14|80|Male
24912|low|49964|6|14|90|Female
24913|low|56191|6|14|90|Female
24914|low|53241|3|12|90|Male
24915|low|48789|5|13|60|Female
24916|low|54957|5|13|50|Female
24917|low|55283|3|14|10|Male
24918|low|47787|6|14|20|Female
24919|low|47699|6|12|50|Male
24920|low|46396|3|12|10|Male
24921|low|59585|6|14|90|Female
24922|low|54890|6|12|20|Female
24923|low|52100|5|13|70|Female
24924|low|57432|4|13|80|Female
24925|low|82200|5|13|80|Female
24926|low|82840|4|14|60|Male
24927|low|86468|3|12|70|Female
24928|low|78969|6|13|20|Male
24929|low|58471|6|13|50|Male
24930|low|52953|4|12|60|Male
24931|low|46522|6|12|90|Female
24932|low|50961|5|12|90|Male
24933|low|46112|5|14|10|Female
24934|low|49076|3|12|70|Male
24935|low|48465|3|14|100|Male
24936|low|55579|4|13|0|Male
24937|low|56365|3|12|50|Female
24938|low|47550|3|14|50|Female
24939|low|50004|3|14|40|Female
24940|low|47713|6|14|40|Female
24941|low|49219|5|13|30|Female
24942|low|50962|6|12|20|Male
24943|low|47181|4|13|0|Female
24944|low|49530|5|13|100|Female
24945|low|48280|5|13|50|Female
24946|low|48966|6|14|30|Male
24947|low|45855|3|14|30|Female
24948|low|50854|5|13|30|Male
24949|low|58024|6|14|30|Female
24950|low|52753|3|12|90|Male
24951|low|46835|6|13|30|Male
24952|low|51499|6|14|50|Male
24953|low|47840|3|12|0|Female
24954|low|58365|6|13|60|Male
24955|low|46646|5|13|90|Female
24956|high|75639|6|20|50|Female
24957|low|82855|7|16|90|Male
24958|high|60210|6|19|60|Female
24959|high|69440|5|20|10|Female
24960|high|63199|6|19|50|Male
24961|high|72825|7|18|70|Female
24962|high|79304|7|20|40|Male
24963|high|68338|5|17|30|Female
24964|high|88856|6|16|50|Female
24965|high|81125|6|18|90|Male
24966|high|78949|6|19|0|Female
24967|high|80376|5|19|10|Female
24968|high|87571|6|18|10|Female
24969|high|63035|7|17|90|Female
24970|high|87555|5|19|20|Female
24971|high|77150|7|18|40|Male
24972|high|71310|5|17|70|Male
24973|high|87298|5|18|10|Female
24974|high|86748|5|18|70|Male
24975|high|76667|5|20|50|Female
24976|high|70176|7|17|20|Female
24977|high|85092|5|19|40|Male
24978|high|70148|5|18|10|Female
24979|high|83182|5|18|20|Female
24980|high|62111|6|20|80|Female
24981|high|84131|5|17|60|Female
24982|high|73789|7|18|40|Female
24983|high|81803|5|19|80|Male
24984|high|86483|6|18|60|Male
24985|high|68194|5|19|90|Male
24986|high|78978|6|20|100|Male
24987|high|80414|7|18|90|Female
24988|high|81095|6|19|20|Female
24989|high|86320|5|19|50|Male
24990|high|66712|7|16|90|Male
24991|high|76327|5|20|100|Male
24992|high|81975|7|19|70|Female
24993|high|68732|7|16|60|Male
24994|high|66524|6|17|60|Female
24995|high|71193|6|16|70|Female
24996|high|86449|7|18|60|Male
24997|high|83389|7|17|20|Female
24998|high|60675|7|17|90|Female
24999|high|89797|7|18|20|Female
25000|high|80108|6|16|100|Female
25001|high|64673|7|19|10|Male
25002|high|74937|6|16|80|Female
25003|high|75994|6|20|60|Male
25004|high|85933|6|18|10|Female
25005|high|83668|5|20|50|Male
25006|medium|62506|2|14|50|Female
25007|medium|66499|3|16|30|Female
25008|medium|63420|4|16|30|Female
25009|medium|60329|2|15|0|Female
25010|medium|63015|3|14|30|Female
25011|medium|61492|2|14|40|Female
25012|medium|63310|4|16|100|Female
25013|medium|62829|3|15|30|Female
25014|medium|60116|3|15|60|Female
25015|medium|57755|4|14|0|Female
25016|medium|58820|4|15|10|Female
25017|medium|55225|1|14|70|Female
25018|medium|68082|4|14|60|Female
25019|medium|56300|2|16|40|Female
25020|medium|56287|4|15|30|Female
25021|medium|65895|3|15|90|Female
25022|medium|61636|1|16|60|Female
25023|medium|63755|4|16|90|Female
25024|medium|65076|2|14|80|Female
25025|medium|58644|3|16|10|Female
25026|medium|58994|2|14|10|Female
25027|medium|64756|1|14|60|Female
25028|medium|63037|2|16|40|Female
25029|medium|62504|4|16|60|Female
25030|medium|67261|4|14|80|Female
25031|medium|68079|4|16|70|Female
25032|medium|55455|4|14|70|Female
25033|medium|59356|4|14|10|Female
25034|medium|65749|4|14|60|Female
25035|medium|62268|1|15|40|Female
25036|medium|69420|2|15|50|Female
25037|medium|64578|2|14|10|Female
25038|medium|69606|2|14|70|Female
25039|medium|58086|4|14|0|Female
25040|medium|63351|3|16|90|Female
25041|medium|67762|1|16|10|Female
25042|medium|58669|2|16|20|Female
25043|medium|56720|2|14|20|Female
25044|medium|55185|2|15|20|Female
25045|medium|60585|2|16|70|Female
25046|medium|58685|3|16|60|Female
25047|medium|64747|2|16|80|Female
25048|medium|55195|4|14|80|Female
25049|medium|67824|2|16|90|Female
25050|medium|58552|4|14|40|Female
25051|medium|59284|1|15|10|Female
25052|medium|56784|2|15|0|Female
25053|medium|59787|2|15|10|Female
25054|medium|69686|4|14|0|Female
25055|medium|57030|1|15|90|Female
25056|low|45206|4|13|20|Female
25057|low|45189|3|13|60|Female
25058|low|47699|5|13|60|Female
25059|low|45232|4|12|90|Female
25060|low|50344|5|12|40|Female
25061|low|59861|5|14|70|Male
25062|low|48090|6|14|10|Male
25063|low|56038|4|12|10|Male
25064|low|50555|4|13|60|Male
25065|low|55557|3|14|20|Male
25066|low|52153|4|14|80|Male
25067|low|50586|6|13|50|Male
25068|low|47974|3|14|0|Female
25069|low|52130|3|13|10|Male
25070|low|48806|3|14|80|Female
25071|low|46584|3|14|50|Female
25072|low|51434|3|12|20|Male
25073|low|58759|4|14|80|Female
25074|low|45694|4|14|90|Male
25075|low|46824|5|13|10|Female
25076|low|56246|3|12|40|Male
25077|low|48462|5|12|90|Female
25078|low|47044|3|12|70|Female
25079|low|56565|6|14|80|Female
25080|low|51936|4|14|10|Male
25081|low|54024|3|12|70|Male
25082|low|87497|6|12|30|Female
25083|low|52111|5|13|40|Male
25084|low|46842|6|14|0|Female
25085|low|58131|3|14|10|Female
25086|low|46414|5|14|80|Male
25087|low|46060|4|13|90|Female
25088|low|55874|6|13|90|Male
25089|low|54044|5|12|70|Female
25090|low|48776|5|13|60|Male
25091|low|54827|4|14|40|Female
25092|low|53359|6|14|20|Female
25093|low|47461|4|12|10|Male
25094|low|56942|3|12|10|Female
25095|low|53737|4|12|60|Male
25096|low|51659|5|12|80|Male
25097|low|49435|6|14|10|Male
25098|low|47962|5|12|100|Male
25099|low|59964|3|13|80|Female
25100|low|58078|4|12|20|Male
25101|low|57904|6|14|40|Male
25102|low|51223|6|13|50|Male
25103|low|45674|4|13|20|Male
25104|low|49544|4|13|100|Male
25105|low|50702|5|13|100|Female
25106|high|73063|6|20|60|Male
25107|high|81073|7|16|80|Male
25108|high|82406|7|20|90|Female
25109|high|78007|7|20|10|Female
25110|high|80031|5|17|40|Female
25111|high|73768|7|20|80|Male
25112|high|66350|7|18|60|Male
25113|high|83822|6|19|90|Male
25114|high|72023|5|19|90|Female
25115|high|88772|7|20|80|Female
25116|high|75207|5|18|70|Female
25117|high|87964|7|16|60|Male
25118|high|68926|7|19|80|Female
25119|high|75296|6|16|50|Male
25120|high|60453|6|16|70|Male
25121|high|82821|6|20|60|Male
25122|high|83573|6|18|90|Female
25123|high|64359|5|17|70|Female
25124|high|69110|5|20|50|Female
25125|high|63391|7|20|20|Female
25126|high|73578|6|17|80|Female
25127|high|89663|5|18|50|Female
25128|high|88055|7|17|20|Female
25129|high|64349|7|20|30|Female
25130|high|87960|5|18|20|Female
25131|high|79870|5|17|0|Female
25132|high|65135|6|19|10|Female
25133|high|70706|6|16|90|Female
25134|high|66312|5|19|50|Female
25135|high|77277|5|19|20|Female
25136|high|73825|7|16|40|Female
25137|high|76497|7|17|30|Female
25138|high|74685|6|17|0|Female
25139|high|84293|6|18|30|Male
25140|high|68178|7|16|40|Male
25141|high|77092|5|17|60|Female
25142|high|73179|6|20|40|Female
25143|high|73456|6|18|0|Female
25144|high|66115|6|17|70|Male
25145|high|78149|7|17|60|Male
25146|high|85309|5|16|10|Male
25147|high|69351|7|18|100|Female
25148|high|75468|7|20|20|Female
25149|high|87654|7|16|90|Female
25150|high|82997|6|19|0|Male
25151|high|81589|5|20|30|Male
25152|high|87509|7|16|50|Female
25153|high|78591|5|20|50|Male
25154|high|85069|7|18|70|Male
25155|high|62945|5|18|20|Male
25156|medium|56549|2|16|0|Female
25157|medium|61676|2|16|80|Female
25158|medium|66967|4|16|60|Female
25159|medium|56060|4|15|70|Female
25160|medium|61315|4|14|20|Female
25161|medium|60946|3|15|0|Female
25162|medium|64687|4|14|70|Female
25163|medium|55891|3|14|60|Female
25164|medium|65489|4|16|100|Female
25165|medium|63478|1|15|0|Female
25166|medium|64297|3|14|20|Female
25167|medium|59744|3|16|50|Female
25168|medium|63118|1|16|70|Female
25169|medium|61678|1|14|50|Female
25170|medium|58339|4|16|10|Female
25171|medium|57601|3|16|60|Female
25172|medium|59880|2|14|60|Female
25173|medium|61045|2|16|80|Female
25174|medium|61694|1|14|20|Female
25175|medium|65769|2|14|50|Female
25176|medium|62174|4|14|20|Female
25177|medium|56804|2|14|0|Female
25178|medium|57729|4|14|20|Female
25179|medium|57368|2|16|30|Female
25180|medium|67109|2|14|40|Female
25181|medium|59079|2|15|20|Female
25182|medium|61667|3|15|70|Female
25183|medium|57714|3|16|80|Female
25184|medium|65450|1|16|100|Female
25185|medium|60889|2|16|100|Female
25186|medium|66664|2|14|60|Female
25187|medium|64186|3|14|50|Female
25188|medium|62945|2|14|90|Female
25189|medium|60656|3|15|60|Female
25190|medium|64421|2|14|10|Female
25191|medium|57174|3|15|20|Female
25192|medium|66900|1|16|30|Female
25193|medium|69873|1|15|60|Female
25194|medium|63118|4|15|90|Female
25195|medium|66317|3|14|80|Female
25196|medium|64215|2|16|80|Female
25197|medium|61991|4|15|50|Female
25198|medium|56032|2|16|30|Female
25199|medium|61738|3|15|50|Female
25200|medium|62036|3|14|60|Female
25201|medium|67928|1|16|20|Female
25202|medium|63600|3|16|20|Female
25203|medium|56936|3|15|50|Female
25204|medium|60989|4|14|100|Female
25205|medium|65205|4|14|10|Female
25206|low|49656|5|14|30|Male
25207|low|45189|4|12|50|Female
25208|low|55205|3|12|10|Female
25209|low|49038|6|12|70|Male
25210|low|50472|5|14|100|Female
25211|low|49104|6|14|30|Male
25212|low|58666|6|12|50|Female
25213|low|53590|6|13|10|Male
25214|low|59375|4|12|80|Male
25215|low|47425|5|14|70|Female
25216|low|56155|5|13|10|Male
25217|low|50935|6|12|50|Female
25218|low|50666|5|12|30|Male
25219|low|50619|5|14|10|Male
